Metabolomic Feature,Putative Chemical Class
C8-pos_Cluster_1941,#N/A
C8-pos_Cluster_1943,#N/A
C8-pos_Cluster_1944,Polyprenylphenols
C8-pos_Cluster_1945,#N/A
C8-pos_Cluster_1946,Phosphatidylcholines
C8-pos_Cluster_1948,#N/A
C8-pos_Cluster_1949,#N/A
C8-pos_Cluster_1950,#N/A
C8-pos_Cluster_1951,#N/A
C8-pos_Cluster_1952,Phosphatidylcholines
C8-pos_Cluster_1955,#N/A
C8-pos_Cluster_1957,Phosphatidylcholines
C8-pos_Cluster_1958,#N/A
C8-pos_Cluster_1959,#N/A
C8-pos_Cluster_1962,#N/A
C8-pos_Cluster_1964,#N/A
C8-pos_Cluster_1967,#N/A
C8-pos_Cluster_1968,#N/A
C8-pos_Cluster_1969,"1-(1Z-alkenyl),2-acylglycerophosphoethanolamines"
C8-pos_Cluster_1971,#N/A
C8-pos_Cluster_1974,#N/A
C8-pos_Cluster_1975,#N/A
C8-pos_Cluster_1978,#N/A
C8-pos_Cluster_1982,#N/A
C8-pos_Cluster_1983,#N/A
C8-pos_Cluster_1986,#N/A
C8-pos_Cluster_1990,#N/A
C8-pos_Cluster_1991,#N/A
C8-pos_Cluster_1993,#N/A
C8-pos_Cluster_1998,#N/A
C8-pos_Cluster_1999,"1-acyl,2-(1Z-alkenyl)-glycerophosphocholines"
C8-pos_Cluster_2000,#N/A
C8-pos_Cluster_2002,Triacylglycerols
C8-pos_Cluster_2005,#N/A
C8-pos_Cluster_2006,#N/A
C8-pos_Cluster_2007,#N/A
C8-pos_Cluster_2008,#N/A
C8-pos_Cluster_2009,#N/A
C8-pos_Cluster_2010,Flavonoids
C8-pos_Cluster_2012,#N/A
C8-pos_Cluster_2013,#N/A
C8-pos_Cluster_2014,#N/A
C8-pos_Cluster_2015,#N/A
C8-pos_Cluster_2017,#N/A
C8-pos_Cluster_2018,#N/A
C8-pos_Cluster_2020,#N/A
C8-pos_Cluster_2021,1-benzopyrans
C8-pos_Cluster_2024,Stigmastanes and derivatives
C8-pos_Cluster_2025,#N/A
C8-pos_Cluster_2026,#N/A
C8-pos_Cluster_2027,#N/A
C8-pos_Cluster_2028,#N/A
C8-pos_Cluster_2029,#N/A
C8-pos_Cluster_2031,#N/A
C8-pos_Cluster_2032,#N/A
C8-pos_Cluster_2033,#N/A
C8-pos_Cluster_2034,#N/A
C8-pos_Cluster_2035,#N/A
C8-pos_Cluster_2036,#N/A
C8-pos_Cluster_2037,#N/A
C8-pos_Cluster_2038,#N/A
C8-pos_Cluster_2039,#N/A
C8-pos_Cluster_2041,#N/A
C8-pos_Cluster_2042,#N/A
C8-pos_Cluster_2043,#N/A
C8-pos_Cluster_2044,#N/A
C8-pos_Cluster_2045,Phosphatidylcholines
C8-pos_Cluster_2047,#N/A
C8-pos_Cluster_2049,#N/A
C8-pos_Cluster_2050,#N/A
C8-pos_Cluster_2052,#N/A
C8-pos_Cluster_2053,#N/A
C8-pos_Cluster_2054,#N/A
C8-pos_Cluster_2057,#N/A
C8-pos_Cluster_2059,#N/A
C8-pos_Cluster_2060,#N/A
C8-pos_Cluster_2065,#N/A
C8-pos_Cluster_2066,#N/A
C8-pos_Cluster_2067,#N/A
C8-pos_Cluster_2068,#N/A
C8-pos_Cluster_2070,#N/A
C8-pos_Cluster_2072,#N/A
C8-pos_Cluster_2073,#N/A
C8-pos_Cluster_2076,#N/A
C8-pos_Cluster_2077,"1-alkyl,2-acylglycero-3-phosphocholines"
C8-pos_Cluster_2080,#N/A
C8-pos_Cluster_2082,#N/A
C8-pos_Cluster_2084,#N/A
C8-pos_Cluster_2085,#N/A
C8-pos_Cluster_2086,Phenylalanine and derivatives
C8-pos_Cluster_2087,Triacylglycerols
C8-pos_Cluster_2090,#N/A
C8-pos_Cluster_2091,#N/A
C8-pos_Cluster_2092,#N/A
C8-pos_Cluster_2095,#N/A
C8-pos_Cluster_2097,#N/A
C8-pos_Cluster_2098,#N/A
C8-pos_Cluster_2100,#N/A
C8-pos_Cluster_2101,#N/A
C8-pos_Cluster_2103,#N/A
C8-pos_Cluster_2104,#N/A
C8-pos_Cluster_2106,Phosphatidylcholines
C8-pos_Cluster_2108,#N/A
C8-pos_Cluster_2109,#N/A
C8-pos_Cluster_2110,#N/A
C8-pos_Cluster_2111,#N/A
C8-pos_Cluster_2112,#N/A
C8-pos_Cluster_2114,#N/A
C8-pos_Cluster_2115,#N/A
C8-pos_Cluster_2116,#N/A
C8-pos_Cluster_2120,#N/A
C8-pos_Cluster_2121,#N/A
C8-pos_Cluster_2122,#N/A
C8-pos_Cluster_2123,#N/A
C8-pos_Cluster_2127,#N/A
C8-pos_Cluster_2129,#N/A
C8-pos_Cluster_2131,#N/A
C8-pos_Cluster_2133,#N/A
C8-pos_Cluster_2135,#N/A
C8-pos_Cluster_2137,#N/A
C8-pos_Cluster_2139,#N/A
C8-pos_Cluster_2144,#N/A
C8-pos_Cluster_2145,#N/A
C8-pos_Cluster_2148,#N/A
C8-pos_Cluster_2150,Phosphatidylethanolamines
C8-pos_Cluster_2152,"1-alkyl,2-acylglycero-3-phosphocholines"
C8-pos_Cluster_2157,#N/A
C8-pos_Cluster_2159,"1-alkyl,2-acylglycero-3-phosphocholines"
C8-pos_Cluster_2160,#N/A
C8-pos_Cluster_2164,Phosphatidylinositols
C8-pos_Cluster_2167,#N/A
C8-pos_Cluster_2172,#N/A
C8-pos_Cluster_2174,#N/A
C8-pos_Cluster_2175,#N/A
C8-pos_Cluster_2177,#N/A
C8-pos_Cluster_2179,#N/A
C8-pos_Cluster_2180,#N/A
C8-pos_Cluster_2181,#N/A
C8-pos_Cluster_2182,#N/A
C8-pos_Cluster_2183,#N/A
C8-pos_Cluster_2184,#N/A
C8-pos_Cluster_2186,#N/A
C8-pos_Cluster_2189,#N/A
C8-pos_Cluster_2190,#N/A
C8-pos_Cluster_2195,#N/A
C8-pos_Cluster_2196,#N/A
C8-pos_Cluster_2199,#N/A
C8-pos_Cluster_2200,#N/A
C8-pos_Cluster_2203,#N/A
C8-pos_Cluster_2206,#N/A
C8-pos_Cluster_2208,Phosphatidylcholines
C8-pos_Cluster_2209,#N/A
C8-pos_Cluster_2212,#N/A
C8-pos_Cluster_2213,#N/A
C8-pos_Cluster_2214,#N/A
C8-pos_Cluster_2216,#N/A
C8-pos_Cluster_2217,#N/A
C8-pos_Cluster_2219,#N/A
C8-pos_Cluster_2221,#N/A
C8-pos_Cluster_2223,#N/A
C8-pos_Cluster_2224,#N/A
C8-pos_Cluster_2228,#N/A
C8-pos_Cluster_2229,#N/A
C8-pos_Cluster_2230,#N/A
C8-pos_Cluster_2231,#N/A
C8-pos_Cluster_2234,"2,3,4-saturated fatty acyl CoAs"
C8-pos_Cluster_2236,#N/A
C8-pos_Cluster_2238,#N/A
C8-pos_Cluster_2241,#N/A
C8-pos_Cluster_2244,#N/A
C8-pos_Cluster_2245,#N/A
C8-pos_Cluster_2247,#N/A
C8-pos_Cluster_2249,#N/A
C8-pos_Cluster_2250,#N/A
C8-pos_Cluster_2251,#N/A
C8-pos_Cluster_2253,#N/A
C8-pos_Cluster_2254,#N/A
C8-pos_Cluster_2256,#N/A
C8-pos_Cluster_2257,#N/A
C8-pos_Cluster_2258,#N/A
C8-pos_Cluster_2259,#N/A
C8-pos_Cluster_2260,#N/A
C8-pos_Cluster_2262,#N/A
C8-pos_Cluster_2263,#N/A
C8-pos_Cluster_2264,#N/A
C8-pos_Cluster_2265,Glycerophosphoinositol phosphates
C8-pos_Cluster_2266,#N/A
C8-pos_Cluster_2267,Triacylglycerols
C8-pos_Cluster_2268,#N/A
C8-pos_Cluster_2269,#N/A
C8-pos_Cluster_2273,#N/A
C8-pos_Cluster_2274,#N/A
C8-pos_Cluster_2275,#N/A
C8-pos_Cluster_2278,#N/A
C8-pos_Cluster_2280,#N/A
C8-pos_Cluster_2281,#N/A
C8-pos_Cluster_2282,#N/A
C8-pos_Cluster_2283,#N/A
C8-pos_Cluster_2285,#N/A
C8-pos_Cluster_2287,#N/A
C8-pos_Cluster_2288,#N/A
C8-pos_Cluster_2289,#N/A
C8-pos_Cluster_2290,#N/A
C8-pos_Cluster_2295,#N/A
C8-pos_Cluster_2296,#N/A
C8-pos_Cluster_2298,#N/A
C8-pos_Cluster_2301,#N/A
C8-pos_Cluster_2302,#N/A
C8-pos_Cluster_2305,#N/A
C8-pos_Cluster_2309,#N/A
C8-pos_Cluster_2310,#N/A
C8-pos_Cluster_2312,Glycosyldiacylglycerols
C8-pos_Cluster_2314,#N/A
C8-pos_Cluster_2316,#N/A
C8-pos_Cluster_2317,#N/A
C8-pos_Cluster_2318,#N/A
C8-pos_Cluster_2320,#N/A
C8-pos_Cluster_2322,#N/A
C8-pos_Cluster_2323,#N/A
C8-pos_Cluster_2324,#N/A
C8-pos_Cluster_2325,Triacylglycerols
C8-pos_Cluster_2327,#N/A
C8-pos_Cluster_2329,#N/A
C8-pos_Cluster_2330,#N/A
C8-pos_Cluster_2331,#N/A
C8-pos_Cluster_2332,#N/A
C8-pos_Cluster_2333,#N/A
C8-pos_Cluster_2335,#N/A
C8-pos_Cluster_2336,#N/A
C8-pos_Cluster_2337,#N/A
C8-pos_Cluster_2339,#N/A
C8-pos_Cluster_2340,#N/A
C8-pos_Cluster_2342,#N/A
C8-pos_Cluster_2344,#N/A
C8-pos_Cluster_2346,#N/A
C8-pos_Cluster_2347,#N/A
C8-pos_Cluster_2348,Triacylglycerols
C8-pos_Cluster_2352,#N/A
C8-pos_Cluster_2353,#N/A
C8-pos_Cluster_2355,#N/A
C8-pos_Cluster_2356,Triacylglycerols
C8-pos_Cluster_2357,#N/A
C8-pos_Cluster_2358,#N/A
C8-pos_Cluster_2359,Triacylglycerols
C8-pos_Cluster_2364,#N/A
C8-pos_Cluster_2366,#N/A
C8-pos_Cluster_2367,#N/A
C8-pos_Cluster_2369,#N/A
C8-pos_Cluster_2370,#N/A
C8-pos_Cluster_2371,#N/A
C8-pos_Cluster_2372,#N/A
C8-pos_Cluster_2373,#N/A
C8-pos_Cluster_2374,#N/A
C8-pos_Cluster_2375,#N/A
C8-pos_Cluster_2376,#N/A
C8-pos_Cluster_2379,#N/A
C8-pos_Cluster_2380,#N/A
C8-pos_Cluster_2381,#N/A
C8-pos_Cluster_2382,Triacylglycerols
C8-pos_Cluster_2383,#N/A
C8-pos_Cluster_2384,Triterpenoids
C8-pos_Cluster_2385,#N/A
C8-pos_Cluster_2386,#N/A
C8-pos_Cluster_2387,#N/A
C8-pos_Cluster_2388,#N/A
C8-pos_Cluster_2391,Triacylglycerols
C8-pos_Cluster_2393,#N/A
C8-pos_Cluster_2394,#N/A
C8-pos_Cluster_2395,Triacylglycerols
C8-pos_Cluster_2397,#N/A
C8-pos_Cluster_2398,Triacylglycerols
C8-pos_Cluster_2402,#N/A
C8-pos_Cluster_2403,#N/A
C8-pos_Cluster_2404,#N/A
C8-pos_Cluster_2405,#N/A
C8-pos_Cluster_2406,#N/A
C8-pos_Cluster_2407,#N/A
C8-pos_Cluster_2408,#N/A
C8-pos_Cluster_2410,#N/A
C8-pos_Cluster_2411,#N/A
C8-pos_Cluster_2412,#N/A
C8-pos_Cluster_2413,#N/A
C8-pos_Cluster_2414,Triterpenoids
C8-pos_Cluster_2416,#N/A
C8-pos_Cluster_2417,#N/A
C8-pos_Cluster_2419,#N/A
C8-pos_Cluster_2420,#N/A
C8-pos_Cluster_2421,#N/A
C8-pos_Cluster_2422,#N/A
C8-pos_Cluster_2423,#N/A
C8-pos_Cluster_2424,#N/A
C8-pos_Cluster_2425,#N/A
C8-pos_Cluster_2426,Flavonoids
C8-pos_Cluster_2427,#N/A
C8-pos_Cluster_2428,#N/A
C8-pos_Cluster_2431,#N/A
C8-pos_Cluster_2432,#N/A
C8-pos_Cluster_2433,#N/A
C8-pos_Cluster_2434,#N/A
C8-pos_Cluster_2435,#N/A
C8-pos_Cluster_2436,#N/A
C8-pos_Cluster_2439,#N/A
HILIC-neg_Cluster_0001,Carbonyl compounds
HILIC-neg_Cluster_0002,Acrylic acids and derivatives
HILIC-neg_Cluster_0004,Carboxylic acid derivatives
HILIC-neg_Cluster_0005,Carboxylic acids
HILIC-neg_Cluster_0006,Straight chain fatty acids
HILIC-neg_Cluster_0007,Gamma butyrolactones
HILIC-neg_Cluster_0008,"1,3-dicarbonyl compounds"
HILIC-neg_Cluster_0009,"1,3-dicarbonyl compounds"
HILIC-neg_Cluster_0010,Alpha-keto acids and derivatives
HILIC-neg_Cluster_0012,Carboxylic acid derivatives
HILIC-neg_Cluster_0014,Carboximidic acids and derivatives
HILIC-neg_Cluster_0017,Hydroxy acids and derivatives
HILIC-neg_Cluster_0018,Hydroxy acids and derivatives
HILIC-neg_Cluster_0019,Carboxylic acids
HILIC-neg_Cluster_0021,Toluenes
HILIC-neg_Cluster_0022,Pyrazines
HILIC-neg_Cluster_0023,Dihydrofurans
HILIC-neg_Cluster_0024,#N/A
HILIC-neg_Cluster_0025,Gamma butyrolactones
HILIC-neg_Cluster_0026,Gamma butyrolactones
HILIC-neg_Cluster_0027,Alpha amino acids
HILIC-neg_Cluster_0028,Short-chain keto acids and derivatives
HILIC-neg_Cluster_0029,Dicarboxylic acids and derivatives
HILIC-neg_Cluster_0031,"Amino acids, peptides, and analogues"
HILIC-neg_Cluster_0037,#N/A
HILIC-neg_Cluster_0038,Phenol ethers
HILIC-neg_Cluster_0039,Aryl-aldehydes
HILIC-neg_Cluster_0042,Aryl alkyl ketones
HILIC-neg_Cluster_0044,#N/A
HILIC-neg_Cluster_0045,Organic phosphoric acids and derivatives
HILIC-neg_Cluster_0046,#N/A
HILIC-neg_Cluster_0047,#N/A
HILIC-neg_Cluster_0048,Azoles
HILIC-neg_Cluster_0051,Dihydrofurans
HILIC-neg_Cluster_0052,Keto acids and derivatives
HILIC-neg_Cluster_0054,Dihydrofurans
HILIC-neg_Cluster_0055,Dihydrofurans
HILIC-neg_Cluster_0056,Keto acids and derivatives
HILIC-neg_Cluster_0058,"Amino acids, peptides, and analogues"
HILIC-neg_Cluster_0060,Dicarboxylic acids and derivatives
HILIC-neg_Cluster_0067,"Amino acids, peptides, and analogues"
HILIC-neg_Cluster_0068,"Amino acids, peptides, and analogues"
HILIC-neg_Cluster_0072,Benzene and substituted derivatives
HILIC-neg_Cluster_0074,Hydroxy acids and derivatives
HILIC-neg_Cluster_0075,Monosaccharides
HILIC-neg_Cluster_0076,Fatty alcohols
HILIC-neg_Cluster_0077,Benzoic acids and derivatives
HILIC-neg_Cluster_0078,Benzoic acids and derivatives
HILIC-neg_Cluster_0080,Benzaldehydes
HILIC-neg_Cluster_0081,Phenols
HILIC-neg_Cluster_0083,Benzyl alcohols
HILIC-neg_Cluster_0086,#N/A
HILIC-neg_Cluster_0088,Pyrroles
HILIC-neg_Cluster_0091,Azolidines
HILIC-neg_Cluster_0092,Alpha amino acids and derivatives
HILIC-neg_Cluster_0093,Alpha amino acids and derivatives
HILIC-neg_Cluster_0094,Azolidines
HILIC-neg_Cluster_0095,Alpha-hydrogen aldehydes
HILIC-neg_Cluster_0097,#N/A
HILIC-neg_Cluster_0098,#N/A
HILIC-neg_Cluster_0099,#N/A
HILIC-neg_Cluster_0100,Keto acids and derivatives
HILIC-neg_Cluster_0101,Gamma butyrolactones
HILIC-neg_Cluster_0104,Proline and derivatives
HILIC-neg_Cluster_0106,Dicarboxylic acids and derivatives
HILIC-neg_Cluster_0107,Keto acids and derivatives
HILIC-neg_Cluster_0108,Keto acids and derivatives
HILIC-neg_Cluster_0109,Dicarboxylic acids and derivatives
HILIC-neg_Cluster_0110,Dicarboxylic acids and derivatives
HILIC-neg_Cluster_0115,"Amino acids, peptides, and analogues"
HILIC-neg_Cluster_0116,Alpha amino acids
HILIC-neg_Cluster_0119,Fatty acids and conjugates
HILIC-neg_Cluster_0121,#N/A
HILIC-neg_Cluster_0124,Benzyloxycarbonyls
HILIC-neg_Cluster_0126,Pyridines and derivatives
HILIC-neg_Cluster_0128,Benzaldehydes
HILIC-neg_Cluster_0130,Imidazoles
HILIC-neg_Cluster_0131,Azoles
HILIC-neg_Cluster_0132,Phenol ethers
HILIC-neg_Cluster_0136,#N/A
HILIC-neg_Cluster_0137,#N/A
HILIC-neg_Cluster_0139,Azoles
HILIC-neg_Cluster_0140,Alpha amino acids
HILIC-neg_Cluster_0141,Organonitrogen compounds
HILIC-neg_Cluster_0143,#N/A
HILIC-neg_Cluster_0144,#N/A
HILIC-neg_Cluster_0145,#N/A
HILIC-neg_Cluster_0146,#N/A
HILIC-neg_Cluster_0149,Azolidines
HILIC-neg_Cluster_0150,N-acyl-alpha amino acids
HILIC-neg_Cluster_0151,#N/A
HILIC-neg_Cluster_0152,#N/A
HILIC-neg_Cluster_0153,Fatty acid esters
HILIC-neg_Cluster_0154,Proline and derivatives
HILIC-neg_Cluster_0155,Gamma-keto acids and derivatives
HILIC-neg_Cluster_0157,Keto acids and derivatives
HILIC-neg_Cluster_0158,Indoles
HILIC-neg_Cluster_0160,Gamma-keto acids and derivatives
HILIC-neg_Cluster_0163,L-alpha-amino acids
HILIC-neg_Cluster_0164,"Amino acids, peptides, and analogues"
HILIC-neg_Cluster_0165,Glutamic acid and derivatives
HILIC-neg_Cluster_0167,Oxazinanes
HILIC-neg_Cluster_0168,Hydroxy fatty acids
HILIC-neg_Cluster_0171,Cinnamaldehydes
HILIC-neg_Cluster_0172,Carboxylic acids
HILIC-neg_Cluster_0175,Thia fatty acids
HILIC-neg_Cluster_0178,Pentoses
HILIC-neg_Cluster_0179,Pentoses
HILIC-neg_Cluster_0180,Pentoses
HILIC-neg_Cluster_0183,Imidazopyrimidines
HILIC-neg_Cluster_0184,1-hydroxy-2-unsubstituted benzenoids
HILIC-neg_Cluster_0185,1-hydroxy-2-unsubstituted benzenoids
HILIC-neg_Cluster_0186,Aminobenzoic acids
HILIC-neg_Cluster_0188,Phenols
HILIC-neg_Cluster_0189,Phenol esters
HILIC-neg_Cluster_0190,Phenol esters
HILIC-neg_Cluster_0191,Phenol esters
HILIC-neg_Cluster_0193,Hydroxybenzoic acid derivatives
HILIC-neg_Cluster_0194,Phenols
HILIC-neg_Cluster_0195,Hydroxybenzoic acid derivatives
HILIC-neg_Cluster_0196,Hydroxybenzoic acid derivatives
HILIC-neg_Cluster_0200,Imidazoles
HILIC-neg_Cluster_0202,#N/A
HILIC-neg_Cluster_0206,Azolidines
HILIC-neg_Cluster_0207,Azolidines
HILIC-neg_Cluster_0208,#N/A
HILIC-neg_Cluster_0210,Medium-chain keto acids and derivatives
HILIC-neg_Cluster_0211,Furanones
HILIC-neg_Cluster_0212,Lactones
HILIC-neg_Cluster_0215,Alpha amino acids
HILIC-neg_Cluster_0216,Alpha amino acids
HILIC-neg_Cluster_0217,Hydroxy fatty acids
HILIC-neg_Cluster_0218,Hydroxy fatty acids
HILIC-neg_Cluster_0221,Fatty acid methyl esters
HILIC-neg_Cluster_0222,"Amino acids, peptides, and analogues"
HILIC-neg_Cluster_0223,Alanine and derivatives
HILIC-neg_Cluster_0225,Medium-chain fatty acids
HILIC-neg_Cluster_0226,Medium-chain fatty acids
HILIC-neg_Cluster_0227,Medium-chain fatty acids
HILIC-neg_Cluster_0228,Hydroxy fatty acids
HILIC-neg_Cluster_0229,Hydroxy fatty acids
HILIC-neg_Cluster_0231,Carboxylic acids
HILIC-neg_Cluster_0233,#N/A
HILIC-neg_Cluster_0234,Indoles and derivatives
HILIC-neg_Cluster_0235,#N/A
HILIC-neg_Cluster_0236,Hydroxycinnamic acids and derivatives
HILIC-neg_Cluster_0238,Fatty alcohols
HILIC-neg_Cluster_0239,Fatty alcohols
HILIC-neg_Cluster_0241,Imidazopyrimidines
HILIC-neg_Cluster_0243,Phenylalanine and derivatives
HILIC-neg_Cluster_0244,#N/A
HILIC-neg_Cluster_0245,#N/A
HILIC-neg_Cluster_0246,Imidazopyrimidines
HILIC-neg_Cluster_0248,Phenol ethers
HILIC-neg_Cluster_0249,Pyridines and derivatives
HILIC-neg_Cluster_0250,Pyridines and derivatives
HILIC-neg_Cluster_0253,#N/A
HILIC-neg_Cluster_0257,P-methoxybenzoic acids and derivatives
HILIC-neg_Cluster_0258,2(hydroxyphenyl)acetic acids
HILIC-neg_Cluster_0259,2(hydroxyphenyl)acetic acids
HILIC-neg_Cluster_0260,Phenol ethers
HILIC-neg_Cluster_0261,#N/A
HILIC-neg_Cluster_0262,Salicylic acids
HILIC-neg_Cluster_0263,#N/A
HILIC-neg_Cluster_0264,Medium-chain fatty acids
HILIC-neg_Cluster_0265,#N/A
HILIC-neg_Cluster_0266,#N/A
HILIC-neg_Cluster_0268,#N/A
HILIC-neg_Cluster_0269,#N/A
HILIC-neg_Cluster_0270,#N/A
HILIC-neg_Cluster_0271,Medium-chain fatty acids
HILIC-neg_Cluster_0272,Dipeptides
HILIC-neg_Cluster_0273,Tertiary alcohols
HILIC-neg_Cluster_0274,N-acyl-L-alpha-amino acids
HILIC-neg_Cluster_0276,Leucine and derivatives
HILIC-neg_Cluster_0277,Tricarboxylic acids and derivatives
HILIC-neg_Cluster_0278,Tricarboxylic acids and derivatives
HILIC-neg_Cluster_0279,Tricarboxylic acids and derivatives
HILIC-neg_Cluster_0280,Keto acids and derivatives
HILIC-neg_Cluster_0281,Keto acids and derivatives
HILIC-neg_Cluster_0285,Keto acids and derivatives
HILIC-neg_Cluster_0286,Medium-chain fatty acids
HILIC-neg_Cluster_0289,Glutamine and derivatives
HILIC-neg_Cluster_0291,Alpha amino acids
HILIC-neg_Cluster_0292,Gamma amino acids and derivatives
HILIC-neg_Cluster_0294,#N/A
HILIC-neg_Cluster_0295,#N/A
HILIC-neg_Cluster_0297,#N/A
HILIC-neg_Cluster_0298,Furanones
HILIC-neg_Cluster_0300,Thiocarboxylic acids and derivatives
HILIC-neg_Cluster_0302,Thiocarboxylic acids and derivatives
HILIC-neg_Cluster_0303,Hydroxy fatty acids
HILIC-neg_Cluster_0304,Diradylglycerols
HILIC-neg_Cluster_0305,Diradylglycerols
HILIC-neg_Cluster_0306,Diradylglycerols
HILIC-neg_Cluster_0307,Diradylglycerols
HILIC-neg_Cluster_0308,Dipeptides
HILIC-neg_Cluster_0309,#N/A
HILIC-neg_Cluster_0310,Benzoxazolones
HILIC-neg_Cluster_0311,#N/A
HILIC-neg_Cluster_0312,Gluconolactones
HILIC-neg_Cluster_0313,Aldehydes
HILIC-neg_Cluster_0315,Sulfamic acid derivatives
HILIC-neg_Cluster_0316,Phenylpyruvic acid derivatives
HILIC-neg_Cluster_0317,Phenylpyruvic acid derivatives
HILIC-neg_Cluster_0318,Pentoses
HILIC-neg_Cluster_0319,Hexoses
HILIC-neg_Cluster_0320,Cyclohexanols
HILIC-neg_Cluster_0322,Benzoxazines
HILIC-neg_Cluster_0326,Imidazopyrimidines
HILIC-neg_Cluster_0327,Imidazopyrimidines
HILIC-neg_Cluster_0329,Phenols
HILIC-neg_Cluster_0330,Benzoic acids and derivatives
HILIC-neg_Cluster_0336,#N/A
HILIC-neg_Cluster_0337,Imidazopyrimidines
HILIC-neg_Cluster_0338,Phenols
HILIC-neg_Cluster_0339,Benzoic acids and derivatives
HILIC-neg_Cluster_0340,#N/A
HILIC-neg_Cluster_0341,#N/A
HILIC-neg_Cluster_0342,Medium-chain fatty acids
HILIC-neg_Cluster_0343,#N/A
HILIC-neg_Cluster_0344,#N/A
HILIC-neg_Cluster_0345,#N/A
HILIC-neg_Cluster_0346,Alanine and derivatives
HILIC-neg_Cluster_0347,Alanine and derivatives
HILIC-neg_Cluster_0348,#N/A
HILIC-neg_Cluster_0350,Pyrans
HILIC-neg_Cluster_0351,Alpha amino acids
HILIC-neg_Cluster_0352,#N/A
HILIC-neg_Cluster_0355,N-acyl-L-alpha-amino acids
HILIC-neg_Cluster_0357,Medium-chain fatty acids
HILIC-neg_Cluster_0358,#N/A
HILIC-neg_Cluster_0359,#N/A
HILIC-neg_Cluster_0360,Benzene and substituted derivatives
HILIC-neg_Cluster_0361,Tricarboxylic acids and derivatives
HILIC-neg_Cluster_0362,Dicarboxylic acids and derivatives
HILIC-neg_Cluster_0363,Dipeptides
HILIC-neg_Cluster_0364,Dipeptides
HILIC-neg_Cluster_0366,L-alpha-amino acids
HILIC-neg_Cluster_0367,L-alpha-amino acids
HILIC-neg_Cluster_0368,Dipeptides
HILIC-neg_Cluster_0369,Organic sulfuric acids and derivatives
HILIC-neg_Cluster_0370,Glutamic acid and derivatives
HILIC-neg_Cluster_0371,N-acyl-alpha amino acids
HILIC-neg_Cluster_0373,Tropane alkaloids
HILIC-neg_Cluster_0374,Keto acids and derivatives
HILIC-neg_Cluster_0376,Keto acids and derivatives
HILIC-neg_Cluster_0377,Dipeptides
HILIC-neg_Cluster_0379,Hydroxy acids and derivatives
HILIC-neg_Cluster_0380,Hydroxy acids and derivatives
HILIC-neg_Cluster_0381,Glutamine and derivatives
HILIC-neg_Cluster_0382,Alpha amino acids
HILIC-neg_Cluster_0383,Tropane alkaloids
HILIC-neg_Cluster_0384,Tropane alkaloids
HILIC-neg_Cluster_0386,#N/A
HILIC-neg_Cluster_0387,#N/A
HILIC-neg_Cluster_0388,Tricarboxylic acids and derivatives
HILIC-neg_Cluster_0389,Tricarboxylic acids and derivatives
HILIC-neg_Cluster_0390,Lactones
HILIC-neg_Cluster_0391,Tricarboxylic acids and derivatives
HILIC-neg_Cluster_0393,#N/A
HILIC-neg_Cluster_0394,#N/A
HILIC-neg_Cluster_0396,Glucuronic acid derivatives
HILIC-neg_Cluster_0398,Glucuronic acid derivatives
HILIC-neg_Cluster_0399,Glucuronic acid derivatives
HILIC-neg_Cluster_0400,Glucuronic acid derivatives
HILIC-neg_Cluster_0402,Benzyloxycarbonyls
HILIC-neg_Cluster_0403,Cyclohexanols
HILIC-neg_Cluster_0405,#N/A
HILIC-neg_Cluster_0406,Acylaminobenzoic acid and derivatives
HILIC-neg_Cluster_0407,#N/A
HILIC-neg_Cluster_0409,#N/A
HILIC-neg_Cluster_0411,Benzoic acids and derivatives
HILIC-neg_Cluster_0412,Pyridines and derivatives
HILIC-neg_Cluster_0413,Thia fatty acids
HILIC-neg_Cluster_0414,#N/A
HILIC-neg_Cluster_0417,Nitrofurans
HILIC-neg_Cluster_0418,Gallic acid and derivatives
HILIC-neg_Cluster_0419,Gallic acid and derivatives
HILIC-neg_Cluster_0420,Phenols
HILIC-neg_Cluster_0421,Organonitrogen compounds
HILIC-neg_Cluster_0422,#N/A
HILIC-neg_Cluster_0424,#N/A
HILIC-neg_Cluster_0425,#N/A
HILIC-neg_Cluster_0428,Medium-chain fatty acids
HILIC-neg_Cluster_0429,#N/A
HILIC-neg_Cluster_0430,Medium-chain fatty acids
HILIC-neg_Cluster_0431,Medium-chain fatty acids
HILIC-neg_Cluster_0432,Medium-chain fatty acids
HILIC-neg_Cluster_0434,Fatty acid esters
HILIC-neg_Cluster_0435,#N/A
HILIC-neg_Cluster_0436,#N/A
HILIC-neg_Cluster_0438,N-acyl-alpha amino acids
HILIC-neg_Cluster_0439,#N/A
HILIC-neg_Cluster_0440,Dipeptides
HILIC-neg_Cluster_0442,Dipeptides
HILIC-neg_Cluster_0443,#N/A
HILIC-neg_Cluster_0444,Isothiocyanates
HILIC-neg_Cluster_0446,Isothiocyanates
HILIC-neg_Cluster_0448,Cyclohexenones
HILIC-neg_Cluster_0450,Peptidomimetics
HILIC-neg_Cluster_0454,Pyrrolidines
HILIC-neg_Cluster_0455,#N/A
HILIC-neg_Cluster_0457,Tricarboxylic acids and derivatives
HILIC-neg_Cluster_0458,Tricarboxylic acids and derivatives
HILIC-neg_Cluster_0460,Hydroxy acids and derivatives
HILIC-neg_Cluster_0461,Hydroxy acids and derivatives
